loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_mean_squared_error,Focus_Label_categorical_accuracy,Focus_Label_categorical_crossentropy,StigX_Label_mean_squared_error,StigX_Label_categorical_accuracy,StigX_Label_categorical_crossentropy,StigY_Label_mean_squared_error,StigY_Label_categorical_accuracy,StigY_Label_categorical_crossentropy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_accuracy,val_Focus_Label_categorical_crossentropy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_accuracy,val_StigX_Label_categorical_crossentropy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_accuracy,val_StigY_Label_categorical_crossentropy,lr
10.78313159942627,3.4432060718536377,3.499509811401367,3.514922857284546,0.6657091975212097,0.3174019753932953,3.4432060718536377,0.6646206378936768,0.4007352888584137,3.499509811401367,0.6742726564407349,0.3345588147640228,3.514922857284546,9.457955360412598,3.0385046005249023,3.053372859954834,3.042781352996826,0.6722603440284729,0.843137264251709,3.0385046005249023,0.6765034794807434,0.13725490868091583,3.053372859954834,0.6734506487846375,0.7647058963775635,3.042781352996826,0.001
9.740684509277344,3.1255831718444824,3.1344592571258545,3.159637212753296,0.6380581855773926,0.38235294818878174,3.1255831718444824,0.6362152099609375,0.4203431308269501,3.1344592571258545,0.6399233341217041,0.3970588147640228,3.159637212753296,9.362329483032227,2.999933958053589,3.005274534225464,3.0382161140441895,0.6613492965698242,0.7843137383460999,2.999933958053589,0.6653014421463013,0.686274528503418,3.005274534225464,0.6721985936164856,0.7156862616539001,3.0382161140441895,0.001
9.628579139709473,3.095643997192383,3.0995686054229736,3.117056131362915,0.6351332068443298,0.46568626165390015,3.095643997192383,0.6307146549224854,0.46200981736183167,3.0995686054229736,0.6381410360336304,0.41299018263816833,3.117056131362915,9.297640800476074,2.976133108139038,2.9798195362091064,3.0280611515045166,0.6556455492973328,0.8333333134651184,2.976133108139038,0.658505380153656,0.7843137383460999,2.9798195362091064,0.6702895164489746,0.7156862616539001,3.0280611515045166,0.001
9.372482299804688,3.017333745956421,3.015557289123535,3.02843976020813,0.6232835650444031,0.5049019455909729,3.017333745956421,0.6198149919509888,0.5073529481887817,3.015557289123535,0.6259087324142456,0.49142158031463623,3.02843976020813,9.22363567352295,2.9552834033966064,2.975518226623535,2.9841415882110596,0.6513606905937195,0.8235294222831726,2.9552834033966064,0.6589038372039795,0.6666666865348816,2.975518226623535,0.6595852375030518,0.7254902124404907,2.9841415882110596,0.001
9.400399208068848,3.0276784896850586,3.0338451862335205,3.0325891971588135,0.6225879788398743,0.4828431308269501,3.0276784896850586,0.6241385340690613,0.4889705777168274,3.0338451862335205,0.6241567730903625,0.5073529481887817,3.0325891971588135,9.251008987426758,2.98958420753479,2.9789414405822754,2.978536605834961,0.6588243246078491,0.7156862616539001,2.98958420753479,0.6566281914710999,0.7450980544090271,2.9789414405822754,0.6567033529281616,0.7843137383460999,2.978536605834961,0.001
9.332091331481934,3.0015552043914795,3.020085334777832,3.0091419219970703,0.6231609582901001,0.4779411852359772,3.0015552043914795,0.6251765489578247,0.4595588147640228,3.020085334777832,0.6207362413406372,0.5220588445663452,3.0091419219970703,9.218497276306152,2.9676928520202637,2.9830801486968994,2.9691104888916016,0.6550045609474182,0.7745097875595093,2.9676928520202637,0.6601200699806213,0.7156862616539001,2.9830801486968994,0.6541251540184021,0.8039215803146362,2.9691104888916016,0.001
9.254165649414062,2.959092617034912,3.0102384090423584,2.989089250564575,0.6149773597717285,0.5404411554336548,2.959092617034912,0.6252601146697998,0.5343137383460999,3.0102384090423584,0.6214635968208313,0.5563725233078003,2.989089250564575,9.171985626220703,2.940253973007202,2.976550340652466,2.9623937606811523,0.646589994430542,0.8529411554336548,2.940253973007202,0.6577957272529602,0.686274528503418,2.976550340652466,0.6544017195701599,0.7450980544090271,2.9623937606811523,0.001
9.199956893920898,2.977705955505371,2.969655752182007,2.962421178817749,0.6187481880187988,0.5747548937797546,2.977705955505371,0.6156001091003418,0.5625,2.969655752182007,0.6161706447601318,0.6004902124404907,2.962421178817749,9.207602500915527,2.9647514820098877,2.9822635650634766,2.9726829528808594,0.653713583946228,0.7745097875595093,2.9647514820098877,0.659756600856781,0.7156862616539001,2.9822635650634766,0.6558147668838501,0.7941176295280457,2.9726829528808594,0.001
9.194770812988281,2.9694652557373047,2.970609426498413,2.969327688217163,0.6180211901664734,0.5686274766921997,2.9694652557373047,0.6181749701499939,0.5600489974021912,2.970609426498413,0.6184261441230774,0.5674019455909729,2.969327688217163,9.128201484680176,2.9554688930511475,2.9528138637542725,2.9373250007629395,0.6528448462486267,0.7156862616539001,2.9554688930511475,0.6529655456542969,0.7647058963775635,2.9528138637542725,0.6461889147758484,0.8235294222831726,2.9373250007629395,0.001
9.194962501525879,2.960728168487549,2.981724739074707,2.972170352935791,0.6146017909049988,0.6127451062202454,2.960728168487549,0.6191842555999756,0.5845588445663452,2.981724739074707,0.61720871925354,0.6090686321258545,2.972170352935791,9.223925590515137,2.9820170402526855,2.981884717941284,2.982269287109375,0.6602174639701843,0.7156862616539001,2.9820170402526855,0.660636305809021,0.7647058963775635,2.981884717941284,0.6607091426849365,0.7450980544090271,2.982269287109375,0.001
