loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_mean_squared_error,Focus_Label_categorical_accuracy,Focus_Label_categorical_crossentropy,StigX_Label_mean_squared_error,StigX_Label_categorical_accuracy,StigX_Label_categorical_crossentropy,StigY_Label_mean_squared_error,StigY_Label_categorical_accuracy,StigY_Label_categorical_crossentropy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_accuracy,val_Focus_Label_categorical_crossentropy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_accuracy,val_StigX_Label_categorical_crossentropy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_accuracy,val_StigY_Label_categorical_crossentropy,lr
9.257166862487793,2.999849319458008,2.991654872894287,2.997762680053711,0.6148349046707153,0.5411361455917358,2.999849319458008,0.614516019821167,0.549094021320343,2.991654872894287,0.6154552102088928,0.5411361455917358,2.997762680053711,8.928640365600586,2.901042938232422,2.900054693222046,2.8967125415802,0.6360713243484497,0.7806072235107422,2.901042938232422,0.6357118487358093,0.7688540816307068,2.900054693222046,0.6347196102142334,0.7884427309036255,2.8967125415802,0.001
8.933147430419922,2.9116644859313965,2.907940149307251,2.9079949855804443,0.6047688722610474,0.6950293779373169,2.9116644859313965,0.6038932800292969,0.7144955992698669,2.907940149307251,0.6041197776794434,0.7012732625007629,2.9079949855804443,8.898383140563965,2.9014477729797363,2.906902313232422,2.9064371585845947,0.6368964910507202,0.8491674661636353,2.9014477729797363,0.638105571269989,0.8530852198600769,2.906902313232422,0.6387853026390076,0.8413320183753967,2.9064371585845947,0.001
8.827692985534668,2.8865034580230713,2.887284994125366,2.8867850303649902,0.6014227867126465,0.7644466161727905,2.8865034580230713,0.6017129421234131,0.770200788974762,2.887284994125366,0.6014077067375183,0.7695886492729187,2.8867850303649902,8.848880767822266,2.9003491401672363,2.8949694633483887,2.90151047706604,0.6342754364013672,0.7629774808883667,2.9003491401672363,0.6340775489807129,0.7639569044113159,2.8949694633483887,0.6348184943199158,0.7639569044113159,2.90151047706604,0.001
8.824322700500488,2.8955018520355225,2.89398193359375,2.893592119216919,0.602540135383606,0.7823212742805481,2.8955018520355225,0.6023828387260437,0.7836679816246033,2.89398193359375,0.6022703051567078,0.7886875867843628,2.893592119216919,8.85175895690918,2.9022562503814697,2.9043495655059814,2.9131968021392822,0.6324687004089355,0.832517147064209,2.9022562503814697,0.6328361630439758,0.8491674661636353,2.9043495655059814,0.633396327495575,0.7727717757225037,2.9131968021392822,0.001
8.793923377990723,2.889005184173584,2.8909897804260254,2.890406370162964,0.6013930439949036,0.8030117750167847,2.889005184173584,0.6014399528503418,0.7910137176513672,2.8909897804260254,0.6016555428504944,0.8001958727836609,2.890406370162964,8.825177192687988,2.902831792831421,2.9005374908447266,2.904078483581543,0.6345114707946777,0.7737511992454529,2.902831792831421,0.634270429611206,0.8501468896865845,2.9005374908447266,0.6343987584114075,0.7580803036689758,2.904078483581543,0.001
8.751564025878906,2.880272150039673,2.882537603378296,2.8795511722564697,0.5999801158905029,0.8131733536720276,2.880272150039673,0.6004355549812317,0.8038687705993652,2.882537603378296,0.6000967025756836,0.8131733536720276,2.8795511722564697,8.789652824401855,2.898390531539917,2.893493890762329,2.898723840713501,0.6304753422737122,0.8158667683601379,2.898390531539917,0.6309394836425781,0.8139079213142395,2.893493890762329,0.6309084296226501,0.8256611227989197,2.898723840713501,0.001
8.735692977905273,2.8796749114990234,2.880516767501831,2.879349946975708,0.6000310182571411,0.8079088926315308,2.8796749114990234,0.6000882983207703,0.8064397573471069,2.880516767501831,0.5999602675437927,0.8142752051353455,2.879349946975708,8.824971199035645,2.9115705490112305,2.907975912094116,2.9135100841522217,0.6313924789428711,0.8315377235412598,2.9115705490112305,0.63182532787323,0.8011752963066101,2.907975912094116,0.6315394639968872,0.8305583000183105,2.9135100841522217,0.001
8.735671043395996,2.8838772773742676,2.881844997406006,2.8819947242736816,0.6010429859161377,0.8061949014663696,2.8838772773742676,0.6007205843925476,0.8087658882141113,2.881844997406006,0.600595235824585,0.8156219124794006,2.8819947242736816,8.80811882019043,2.9090657234191895,2.9068267345428467,2.909212589263916,0.6323531866073608,0.7668951749801636,2.9090657234191895,0.6305983662605286,0.8344759941101074,2.9068267345428467,0.6323355436325073,0.7894221544265747,2.909212589263916,0.001
8.725499153137207,2.8802359104156494,2.880645751953125,2.881882429122925,0.6001598834991455,0.8180705308914185,2.8802359104156494,0.6001073122024536,0.8168462514877319,2.880645751953125,0.6003320813179016,0.8293339610099792,2.881882429122925,8.771891593933105,2.8965890407562256,2.8961665630340576,2.901120662689209,0.6326407790184021,0.7815867066383362,2.8965890407562256,0.6327733993530273,0.8099902272224426,2.8961665630340576,0.6330665946006775,0.7649363279342651,2.901120662689209,0.001
8.717432975769043,2.8781373500823975,2.8811304569244385,2.881089210510254,0.5996937155723572,0.8292115330696106,2.8781373500823975,0.5998424291610718,0.8238247036933899,2.8811304569244385,0.5997692346572876,0.8265181183815002,2.881089210510254,8.754294395446777,2.8996176719665527,2.8918375968933105,2.890016794204712,0.6318559646606445,0.7757101058959961,2.8996176719665527,0.6316967606544495,0.7766895294189453,2.8918375968933105,0.6310681104660034,0.7845249772071838,2.890016794204712,0.001
