,loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_crossentropy,Focus_Label_categorical_accuracy,Focus_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigY_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,StigY_Label_mean_squared_error,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_crossentropy,val_Focus_Label_categorical_accuracy,val_Focus_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,lr
0,11.530708312988281,3.589586019515991,3.7205889225006104,3.911642551422119,3.589586019515991,0.2716049253940582,0.7434493899345398,3.7205889225006104,0.34567901492118835,0.7400103807449341,3.911642551422119,0.34567901492118835,0.7483254671096802,7.929587364196777,2.4605307579040527,2.5913448333740234,2.599977731704712,2.4605307579040527,0.5,0.6164747476577759,2.5913448333740234,0.5,0.646682858467102,2.599977731704712,0.0,0.6462691426277161,0.001
1,10.334385871887207,3.2957139015197754,3.382493019104004,3.3922228813171387,3.2957139015197754,0.32098764181137085,0.7215859889984131,3.382493019104004,0.4691357910633087,0.7327743768692017,3.3922228813171387,0.25925925374031067,0.7330588102340698,7.814640998840332,2.553684711456299,2.5575661659240723,2.46379017829895,2.553684711456299,0.5,0.639053225517273,2.5575661659240723,0.5,0.6397382020950317,2.46379017829895,0.5,0.6167820692062378,0.001
2,10.068485260009766,3.2632408142089844,3.2459728717803955,3.3302061557769775,3.2632408142089844,0.48148149251937866,0.7149748206138611,3.2459728717803955,0.5308641791343689,0.7045223116874695,3.3302061557769775,0.25925925374031067,0.7227572798728943,7.827676296234131,2.5207386016845703,2.5403714179992676,2.5558576583862305,2.5207386016845703,0.8999999761581421,0.6319153904914856,2.5403714179992676,0.5,0.6361713409423828,2.5558576583862305,0.5,0.6389934420585632,0.001
3,10.002005577087402,3.262110471725464,3.230133533477783,3.3067710399627686,3.262110471725464,0.29629629850387573,0.7218801975250244,3.230133533477783,0.395061731338501,0.7123785614967346,3.3067710399627686,0.34567901492118835,0.7289494276046753,7.872106075286865,2.5439720153808594,2.557738780975342,2.5806660652160645,2.5439720153808594,0.0,0.6368269324302673,2.557738780975342,0.5,0.6399016380310059,2.5806660652160645,0.5,0.6447070240974426,0.001
4,9.807518005371094,3.1745779514312744,3.2114362716674805,3.237213611602783,3.1745779514312744,0.3333333432674408,0.7065024375915527,3.2114362716674805,0.3580246865749359,0.7140317559242249,3.237213611602783,0.4444444477558136,0.7163398861885071,7.790890693664551,2.5501091480255127,2.508265733718872,2.5574841499328613,2.5501091480255127,0.0,0.6380961537361145,2.508265733718872,0.6000000238418579,0.6291602849960327,2.5574841499328613,0.5,0.6399522423744202,0.001
5,9.765786170959473,3.1693952083587646,3.227936267852783,3.197185754776001,3.1693952083587646,0.3580246865749359,0.705647885799408,3.227936267852783,0.29629629850387573,0.7191562056541443,3.197185754776001,0.3827160596847534,0.7124674320220947,7.790400505065918,2.5380492210388184,2.5159714221954346,2.571495771408081,2.5380492210388184,0.0,0.6356706619262695,2.5159714221954346,0.0,0.6306769251823425,2.571495771408081,0.0,0.6422532200813293,0.001
6,9.711432456970215,3.211923837661743,3.188741445541382,3.14845609664917,3.211923837661743,0.4197530746459961,0.7123324871063232,3.188741445541382,0.34567901492118835,0.7103122472763062,3.14845609664917,0.32098764181137085,0.7016441226005554,7.746835231781006,2.5483334064483643,2.522451877593994,2.518111228942871,2.5483334064483643,0.30000001192092896,0.637984573841095,2.522451877593994,0.800000011920929,0.6323446035385132,2.518111228942871,0.10000000149011612,0.6311866641044617,0.001
7,9.627882957458496,3.1248459815979004,3.1641697883605957,3.1827003955841064,3.1248459815979004,0.395061731338501,0.6977300047874451,3.1641697883605957,0.29629629850387573,0.7085009813308716,3.1827003955841064,0.25925925374031067,0.7124927639961243,7.622361183166504,2.481534242630005,2.5053563117980957,2.4823098182678223,2.481534242630005,0.5,0.622829794883728,2.5053563117980957,0.5,0.6284536123275757,2.4823098182678223,0.5,0.6217123866081238,0.001
8,9.733302116394043,3.1585330963134766,3.2030763626098633,3.2197647094726562,3.1585330963134766,0.2469135820865631,0.7077451944351196,3.2030763626098633,0.32098764181137085,0.7175838351249695,3.2197647094726562,0.2222222238779068,0.7158201336860657,7.636560916900635,2.4832749366760254,2.5072643756866455,2.496225595474243,2.4832749366760254,0.5,0.6232529878616333,2.5072643756866455,0.5,0.6288264393806458,2.496225595474243,0.5,0.6254684329032898,0.001
9,9.604604721069336,3.1835503578186035,3.125113010406494,3.1470518112182617,3.1835503578186035,0.2839506268501282,0.7142848372459412,3.125113010406494,0.32098764181137085,0.7014780640602112,3.1470518112182617,0.3580246865749359,0.7073801159858704,7.670599937438965,2.4985594749450684,2.5125908851623535,2.512143611907959,2.4985594749450684,0.5,0.6268852353096008,2.5125908851623535,0.5,0.6301045417785645,2.512143611907959,0.5,0.6299527883529663,0.001
0,12.062997817993164,4.0043416023254395,3.7493040561676025,4.002345561981201,0.764594554901123,4.0043416023254395,0.25925925374031067,0.7357348799705505,3.7493040561676025,0.3086419701576233,0.7512159943580627,4.002345561981201,0.34567901492118835,7.8892645835876465,2.561384677886963,2.5479254722595215,2.504140853881836,0.6402887105941772,2.561384677886963,0.5,0.6359969973564148,2.5479254722595215,0.5,0.6279851198196411,2.504140853881836,0.5,0.001
1,10.105179786682129,3.2800395488739014,3.331770181655884,3.231346607208252,0.7183796167373657,3.2800395488739014,0.3086419701576233,0.729906439781189,3.331770181655884,0.4197530746459961,0.7046520709991455,3.231346607208252,0.43209877610206604,7.823777198791504,2.4946255683898926,2.5411887168884277,2.5503134727478027,0.6259238123893738,2.4946255683898926,0.10000000149011612,0.6363517045974731,2.5411887168884277,0.5,0.6383765935897827,2.5503134727478027,0.5,0.001
2,10.04427719116211,3.32544207572937,3.270268678665161,3.2214386463165283,0.7203227281570435,3.32544207572937,0.3086419701576233,0.7210254073143005,3.270268678665161,0.395061731338501,0.712585985660553,3.2214386463165283,0.37037035822868347,7.790860176086426,2.5085432529449463,2.5543389320373535,2.5191946029663086,0.6292083263397217,2.5085432529449463,0.699999988079071,0.6391828060150146,2.5543389320373535,0.4000000059604645,0.6309313774108887,2.5191946029663086,0.6000000238418579,0.001
3,9.929301261901855,3.287057876586914,3.2321503162384033,3.2090306282043457,0.7238309383392334,3.287057876586914,0.1975308656692505,0.7192502617835999,3.2321503162384033,0.32098764181137085,0.7142386436462402,3.2090306282043457,0.32098764181137085,7.831364631652832,2.578207492828369,2.533822536468506,2.531557559967041,0.6440513134002686,2.578207492828369,0.5,0.6348617672920227,2.533822536468506,0.0,0.6343631148338318,2.531557559967041,0.5,0.001
4,9.890765190124512,3.2574737071990967,3.227870225906372,3.2231218814849854,0.7177838683128357,3.2574737071990967,0.3827160596847534,0.7161263823509216,3.227870225906372,0.29629629850387573,0.7165562510490417,3.2231218814849854,0.25925925374031067,7.818037986755371,2.5717575550079346,2.5228660106658936,2.5504589080810547,0.6427005529403687,2.5717575550079346,0.5,0.6324350237846375,2.5228660106658936,0.0,0.6383288502693176,2.5504589080810547,0.4000000059604645,0.001
