,loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_crossentropy,Focus_Label_categorical_accuracy,Focus_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigY_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,StigY_Label_mean_squared_error,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_crossentropy,val_Focus_Label_categorical_accuracy,val_Focus_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,lr
0,9.443801879882812,3.1892316341400146,3.1300711631774902,3.1244986057281494,3.1892316341400146,0.43209877610206604,0.7026181817054749,3.1300711631774902,0.37037035822868347,0.6952252984046936,3.1244986057281494,0.3580246865749359,0.6907127499580383,7.593047142028809,2.5287728309631348,2.5335171222686768,2.530757188796997,2.5287728309631348,0.0,0.6337615847587585,2.5335171222686768,0.0,0.6347967386245728,2.530757188796997,0.0,0.634200930595398,0.001
1,9.348603248596191,3.1132495403289795,3.1204311847686768,3.114922523498535,3.1132495403289795,0.37037035822868347,0.7029022574424744,3.1204311847686768,0.2716049253940582,0.703967273235321,3.114922523498535,0.3580246865749359,0.7035406231880188,7.5968475341796875,2.5311899185180664,2.5321812629699707,2.5334765911102295,2.5311899185180664,0.0,0.6342930197715759,2.5321812629699707,0.0,0.6345053911209106,2.5334765911102295,0.0,0.6347964406013489,0.001
2,9.309300422668457,3.0978496074676514,3.1096696853637695,3.1017818450927734,3.0978496074676514,0.5555555820465088,0.6990370750427246,3.1096696853637695,0.48148149251937866,0.7014327049255371,3.1017818450927734,0.5679012537002563,0.698452353477478,7.584609031677246,2.526902914047241,2.526918649673462,2.530787944793701,2.526902914047241,0.0,0.6333522796630859,2.526918649673462,0.0,0.6333556175231934,2.530787944793701,0.5,0.6342119574546814,0.001
3,9.254493713378906,3.073068618774414,3.091763496398926,3.089662790298462,3.073068618774414,0.5925925970077515,0.6844474673271179,3.091763496398926,0.5925925970077515,0.6924700140953064,3.089662790298462,0.6296296119689941,0.6893184185028076,7.579639434814453,2.5254056453704834,2.5251736640930176,2.529060125350952,2.5254056453704834,0.0,0.6330202221870422,2.5251736640930176,0.0,0.632967472076416,2.529060125350952,0.0,0.6338300704956055,0.001
4,9.173961639404297,3.0480947494506836,3.058724880218506,3.0671427249908447,3.0480947494506836,0.6790123581886292,0.6886765956878662,3.058724880218506,0.5925925970077515,0.6910061240196228,3.0671427249908447,0.5432098507881165,0.6916487216949463,7.578851222991943,2.5260090827941895,2.5238964557647705,2.5289459228515625,2.5260090827941895,0.0,0.6331539750099182,2.5238964557647705,0.0,0.6326776742935181,2.5289459228515625,0.0,0.6338046789169312,0.001
5,9.130657196044922,3.03867769241333,3.041137218475342,3.0508430004119873,3.03867769241333,0.6296296119689941,0.6787601709365845,3.041137218475342,0.654321014881134,0.6797323822975159,3.0508430004119873,0.6790123581886292,0.6807640194892883,7.582261085510254,2.528635263442993,2.5226261615753174,2.5309994220733643,2.528635263442993,0.5,0.6337383389472961,2.5226261615753174,0.0,0.6323973536491394,2.5309994220733643,0.5,0.6342598795890808,0.001
6,9.202607154846191,3.0616719722747803,3.072993278503418,3.0679428577423096,3.0616719722747803,0.7530864477157593,0.6904309988021851,3.072993278503418,0.6666666865348816,0.6935558319091797,3.0679428577423096,0.7160493731498718,0.6924333572387695,7.57839822769165,2.527665615081787,2.520366668701172,2.530365467071533,2.527665615081787,0.0,0.6335233449935913,2.520366668701172,0.5,0.6318889856338501,2.530365467071533,0.5,0.634119987487793,0.001
7,9.108238220214844,3.012610673904419,3.054882764816284,3.040745973587036,3.012610673904419,0.7530864477157593,0.6760488748550415,3.054882764816284,0.7283950448036194,0.6759241223335266,3.040745973587036,0.6790123581886292,0.6794136166572571,7.567066192626953,2.522521495819092,2.5174612998962402,2.527083396911621,2.522521495819092,0.0,0.6323728561401367,2.5174612998962402,0.0,0.6312268376350403,2.527083396911621,0.0,0.6333904266357422,0.001
8,9.11972427368164,3.0192337036132812,3.046030282974243,3.0544605255126953,3.0192337036132812,0.7037037014961243,0.6765433549880981,3.046030282974243,0.7160493731498718,0.6845555901527405,3.0544605255126953,0.654321014881134,0.6855161786079407,7.565579414367676,2.520372152328491,2.518752336502075,2.526454448699951,2.520372152328491,0.0,0.6318894624710083,2.518752336502075,0.0,0.6315183639526367,2.526454448699951,0.0,0.6332472562789917,0.001
9,9.102989196777344,3.042875289916992,3.024953842163086,3.0351595878601074,3.042875289916992,0.6913580298423767,0.6824485659599304,3.024953842163086,0.6666666865348816,0.6796239614486694,3.0351595878601074,0.6913580298423767,0.6831413507461548,7.573187351226807,2.523160219192505,2.5228443145751953,2.5271823406219482,2.523160219192505,0.0,0.63251793384552,2.5228443145751953,0.0,0.6324408650398254,2.5271823406219482,0.0,0.6334111094474792,0.001
0,9.39482307434082,3.1342170238494873,3.1401827335357666,3.120422840118408,0.6929793953895569,3.1342170238494873,0.5061728358268738,0.6907874345779419,3.1401827335357666,0.37037035822868347,0.6885187029838562,3.120422840118408,0.4444444477558136,7.584044456481934,2.5300662517547607,2.527207136154175,2.5267715454101562,0.6340500116348267,2.5300662517547607,0.0,0.6334186792373657,2.527207136154175,0.0,0.6333228349685669,2.5267715454101562,0.0,0.001
1,9.343155860900879,3.116736650466919,3.1123158931732178,3.1141035556793213,0.7043929100036621,3.116736650466919,0.2839506268501282,0.7037146091461182,3.1123158931732178,0.14814814925193787,0.7041929960250854,3.1141035556793213,0.2839506268501282,7.587165832519531,2.530484676361084,2.529900312423706,2.5267810821533203,0.6341394782066345,2.530484676361084,0.0,0.6340165138244629,2.529900312423706,0.0,0.6333235502243042,2.5267810821533203,0.0,0.001
2,9.28498649597168,3.08786940574646,3.1109025478363037,3.086215019226074,0.6963807344436646,3.08786940574646,0.4691357910633087,0.7002864480018616,3.1109025478363037,0.5432098507881165,0.6955192685127258,3.086215019226074,0.5308641791343689,7.589703559875488,2.5297064781188965,2.531287670135498,2.5287089347839355,0.6339740753173828,2.5297064781188965,0.0,0.6343228220939636,2.531287670135498,0.5,0.6337525844573975,2.5287089347839355,0.0,0.001
3,9.411623001098633,3.1739444732666016,3.110764265060425,3.1269140243530273,0.69553542137146,3.1739444732666016,0.6419752836227417,0.6916124224662781,3.110764265060425,0.6790123581886292,0.6846662163734436,3.1269140243530273,0.7283950448036194,7.588168144226074,2.5285964012145996,2.531312942504883,2.528259038925171,0.6337286233901978,2.5285964012145996,0.0,0.634328305721283,2.531312942504883,0.5,0.6336538195610046,2.528259038925171,0.0,0.001
4,9.279050827026367,3.095775604248047,3.0889270305633545,3.094346761703491,0.7004939317703247,3.095775604248047,0.5308641791343689,0.6987439393997192,3.0889270305633545,0.6296296119689941,0.6999467015266418,3.094346761703491,0.5061728358268738,7.588359832763672,2.5287625789642334,2.5313024520874023,2.528294801712036,0.6337652802467346,2.5287625789642334,0.0,0.6343261003494263,2.5313024520874023,0.5,0.6336616277694702,2.528294801712036,0.0,0.000100000005
5,9.262096405029297,3.0922391414642334,3.087070941925049,3.0827863216400146,0.699503481388092,3.0922391414642334,0.48148149251937866,0.6987445950508118,3.087070941925049,0.6419752836227417,0.6973775029182434,3.0827863216400146,0.5308641791343689,7.588537693023682,2.528909683227539,2.5312628746032715,2.528364658355713,0.6337977647781372,2.528909683227539,0.0,0.6343175172805786,2.5312628746032715,0.5,0.6336769461631775,2.528364658355713,0.0,0.000100000005
6,9.235410690307617,3.0826945304870605,3.0820486545562744,3.0706660747528076,0.6969337463378906,3.0826945304870605,0.5802469253540039,0.6971273422241211,3.0820486545562744,0.654321014881134,0.6946580410003662,3.0706660747528076,0.5925925970077515,7.5887131690979,2.5290744304656982,2.531169891357422,2.528468608856201,0.6338340044021606,2.5290744304656982,0.0,0.634297251701355,2.531169891357422,0.5,0.6337000131607056,2.528468608856201,0.0,0.000100000005
7,9.18488597869873,3.0632731914520264,3.0675048828125,3.054108142852783,0.6924488544464111,3.0632731914520264,0.5925925970077515,0.6936385035514832,3.0675048828125,0.7037037014961243,0.6904901266098022,3.054108142852783,0.6666666865348816,7.588534355163574,2.5290703773498535,2.531024217605591,2.5284392833709717,0.6338332295417786,2.5290703773498535,0.0,0.634265124797821,2.531024217605591,0.5,0.6336935758590698,2.5284392833709717,0.0,1.0000001e-05
8,9.225625991821289,3.0733299255371094,3.0802900791168213,3.0720057487487793,0.6948175430297852,3.0733299255371094,0.6296296119689941,0.6961286067962646,3.0802900791168213,0.6666666865348816,0.6934219002723694,3.0720057487487793,0.6419752836227417,7.588332176208496,2.5290496349334717,2.5308754444122314,2.528407573699951,0.6338285207748413,2.5290496349334717,0.0,0.6342324614524841,2.5308754444122314,0.5,0.6336866617202759,2.528407573699951,0.0,1.0000001e-05
9,9.223418235778809,3.087291717529297,3.0713181495666504,3.0648081302642822,0.6977708339691162,3.087291717529297,0.604938268661499,0.6934865117073059,3.0713181495666504,0.6913580298423767,0.6919277906417847,3.0648081302642822,0.604938268661499,7.5881547927856445,2.529031991958618,2.530738115310669,2.5283846855163574,0.6338247060775757,2.529031991958618,0.0,0.634202241897583,2.530738115310669,0.5,0.63368159532547,2.5283846855163574,0.0,1.0000001e-05
