,loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_accuracy,Focus_Label_mean_squared_error,Focus_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,StigY_Label_mean_squared_error,StigY_Label_categorical_crossentropy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_accuracy,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,lr
8,10.607316017150879,3.475799560546875,3.361583948135376,3.445754051208496,3.475799560546875,0.2839506268501282,0.7229805588722229,3.361583948135376,0.4197530746459961,0.7181004881858826,3.445754051208496,0.3086419701576233,0.7054815292358398,7.630829811096191,2.356266498565674,2.4573395252227783,2.4933249950408936,2.356266498565674,0.30000001192092896,0.5942184329032898,2.4573395252227783,0.4000000059604645,0.617979884147644,2.4933249950408936,0.5,0.6231492757797241,0.001
9,10.63669490814209,3.465799570083618,3.3747832775115967,3.47234845161438,3.465799570083618,0.3333333432674408,0.722703218460083,3.3747832775115967,0.3086419701576233,0.7179879546165466,3.47234845161438,0.37037035822868347,0.7251513004302979,7.757310390472412,2.390922784805298,2.5070972442626953,2.535780191421509,2.390922784805298,0.699999988079071,0.5993048548698425,2.5070972442626953,0.4000000059604645,0.6268437504768372,2.535780191421509,0.6000000238418579,0.6296194791793823,0.001
0,12.390230178833008,3.834307909011841,4.255796432495117,3.9731898307800293,0.7526500225067139,3.834307909011841,0.32098764181137085,0.7756870985031128,4.255796432495117,0.2839506268501282,0.7393317818641663,3.9731898307800293,0.37037035822868347,7.512570381164551,2.3748984336853027,2.351439952850342,2.458782911300659,0.5796982049942017,2.3748984336853027,0.5,0.5807498693466187,2.351439952850342,0.5,0.6117990612983704,2.458782911300659,0.30000001192092896,0.001
1,12.952412605285645,4.117737770080566,4.053469657897949,4.45357608795166,0.7571053504943848,4.117737770080566,0.3580246865749359,0.7709891200065613,4.053469657897949,0.20987653732299805,0.7864057421684265,4.45357608795166,0.2222222238779068,7.909422397613525,2.4072556495666504,2.419767141342163,2.7546768188476562,0.6026056408882141,2.4072556495666504,0.30000001192092896,0.6078838109970093,2.419767141342163,0.800000011920929,0.6594396829605103,2.7546768188476562,0.0,0.001
2,12.072646141052246,3.873499631881714,4.006836891174316,3.8646512031555176,0.7464335560798645,3.873499631881714,0.3333333432674408,0.7408560514450073,4.006836891174316,0.4444444477558136,0.7642046213150024,3.8646512031555176,0.3333333432674408,7.660980224609375,2.4268875122070312,2.4160561561584473,2.4905343055725098,0.6061649918556213,2.4268875122070312,0.0,0.601061999797821,2.4160561561584473,0.699999988079071,0.6245650053024292,2.4905343055725098,0.6000000238418579,0.001
3,11.590914726257324,3.710500478744507,3.83284854888916,3.720140218734741,0.7455183863639832,3.710500478744507,0.3086419701576233,0.7568553686141968,3.83284854888916,0.32098764181137085,0.7201364040374756,3.720140218734741,0.29629629850387573,7.808770656585693,2.5748629570007324,2.5006189346313477,2.406038999557495,0.632140040397644,2.5748629570007324,0.10000000149011612,0.6270702481269836,2.5006189346313477,0.5,0.6052862405776978,2.406038999557495,0.4000000059604645,0.001
4,11.488273620605469,3.516846179962158,3.7845354080200195,3.8596582412719727,0.7157514691352844,3.516846179962158,0.4197530746459961,0.7252393960952759,3.7845354080200195,0.48148149251937866,0.7497923970222473,3.8596582412719727,0.32098764181137085,7.7891058921813965,2.546368360519409,2.4926815032958984,2.4228692054748535,0.6286972761154175,2.546368360519409,0.30000001192092896,0.6250559091567993,2.4926815032958984,0.4000000059604645,0.6095066070556641,2.4228692054748535,0.30000001192092896,0.000100000005
5,10.864076614379883,3.545980215072632,3.5113484859466553,3.4795916080474854,0.7290513515472412,3.545980215072632,0.3086419701576233,0.7127858400344849,3.5113484859466553,0.37037035822868347,0.7201541066169739,3.4795916080474854,0.37037035822868347,7.787849426269531,2.5296976566314697,2.4819746017456055,2.449084758758545,0.627282440662384,2.5296976566314697,0.4000000059604645,0.6228020787239075,2.4819746017456055,0.6000000238418579,0.6154664754867554,2.449084758758545,0.4000000059604645,0.000100000005
6,11.001700401306152,3.3804280757904053,3.703972816467285,3.5902416706085205,0.7106355428695679,3.3804280757904053,0.4691357910633087,0.7566690444946289,3.703972816467285,0.20987653732299805,0.7302984595298767,3.5902416706085205,0.34567901492118835,7.744210243225098,2.508800983428955,2.466315746307373,2.442105770111084,0.6248623132705688,2.508800983428955,0.4000000059604645,0.6194949150085449,2.466315746307373,0.6000000238418579,0.6140605211257935,2.442105770111084,0.4000000059604645,0.000100000005
7,11.133753776550293,3.5377438068389893,3.6773440837860107,3.5916824340820312,0.7427674531936646,3.5377438068389893,0.29629629850387573,0.7276355028152466,3.6773440837860107,0.3827160596847534,0.7241511344909668,3.5916824340820312,0.29629629850387573,7.741103172302246,2.5064074993133545,2.464611530303955,2.443108558654785,0.62449711561203,2.5064074993133545,0.4000000059604645,0.6191326975822449,2.464611530303955,0.6000000238418579,0.6143158078193665,2.443108558654785,0.4000000059604645,1.0000001e-05
8,11.092156410217285,3.4948112964630127,3.7022697925567627,3.568103551864624,0.7364259362220764,3.4948112964630127,0.3827160596847534,0.7439232468605042,3.7022697925567627,0.3086419701576233,0.7379166483879089,3.568103551864624,0.29629629850387573,7.739346504211426,2.5042572021484375,2.4638500213623047,2.4442760944366455,0.6241492033004761,2.5042572021484375,0.4000000059604645,0.6190017461776733,2.4638500213623047,0.6000000238418579,0.6145976185798645,2.4442760944366455,0.4000000059604645,1.0000001e-05
9,10.818024635314941,3.414646863937378,3.6147732734680176,3.46164608001709,0.7206705212593079,3.414646863937378,0.43209877610206604,0.7316287755966187,3.6147732734680176,0.3086419701576233,0.7197712659835815,3.46164608001709,0.3333333432674408,7.739805698394775,2.502662181854248,2.4650018215179443,2.4451920986175537,0.6238429546356201,2.502662181854248,0.4000000059604645,0.6193264722824097,2.4650018215179443,0.6000000238418579,0.6148315668106079,2.4451920986175537,0.4000000059604645,1.0000001e-05
