,loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_accuracy,Focus_Label_mean_squared_error,Focus_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,StigY_Label_mean_squared_error,StigY_Label_categorical_crossentropy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_accuracy,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,lr
0,20.164012908935547,5.872204303741455,7.794329643249512,6.171624660491943,0.45679011940956116,0.8360729217529297,5.872204303741455,0.2222222238779068,0.854749321937561,7.794329643249512,0.3827160596847534,0.8031721711158752,6.171624660491943,10.423361778259277,3.13584566116333,3.9393863677978516,3.0204837322235107,0.20000000298023224,0.6904429793357849,3.13584566116333,0.5,0.5962285995483398,3.9393863677978516,1.0,0.5709866285324097,3.0204837322235107,0.001
1,44.58185577392578,13.995956420898438,16.45917510986328,13.797426223754883,0.34567901492118835,0.8345217108726501,13.995956420898438,0.2469135820865631,0.891220211982727,16.45917510986328,0.23456789553165436,0.9292547702789307,13.797426223754883,16.85479164123535,6.380049705505371,6.280244827270508,3.8609492778778076,0.0,0.7586955428123474,6.380049705505371,0.5,0.5792760252952576,6.280244827270508,0.5,0.7700483202934265,3.8609492778778076,0.001
2,88.08531951904297,29.897945404052734,31.345121383666992,26.50541114807129,0.3333333432674408,0.9369400143623352,29.897945404052734,0.18518517911434174,0.9219008088111877,31.345121383666992,0.3580246865749359,0.8957695960998535,26.50541114807129,36.55588912963867,15.506811141967773,12.859216690063477,7.844980716705322,0.0,0.8587689399719238,15.506811141967773,0.5,0.8924993276596069,12.859216690063477,0.0,0.7962304353713989,7.844980716705322,0.001
3,164.7624969482422,53.30762481689453,58.23341751098633,52.87065887451172,0.4444444477558136,0.8780527710914612,53.30762481689453,0.3580246865749359,0.9286115765571594,58.23341751098633,0.2469135820865631,0.924331545829773,52.87065887451172,83.50499725341797,33.08373260498047,28.27939224243164,21.77680015563965,0.0,0.8999807238578796,33.08373260498047,0.5,1.0315147638320923,28.27939224243164,0.0,0.8997198939323425,21.77680015563965,0.001
4,222.40853881835938,77.50594329833984,77.21806335449219,67.31853485107422,0.3333333432674408,0.9512301087379456,77.50594329833984,0.40740740299224854,0.8551968336105347,77.21806335449219,0.3827160596847534,0.9237557649612427,67.31853485107422,89.9016342163086,35.19462966918945,30.08611488342285,24.253019332885742,0.0,0.8999935388565063,35.19462966918945,0.5,1.032120943069458,30.08611488342285,0.0,0.8999115228652954,24.253019332885742,0.000100000005
5,218.47268676757812,81.45279693603516,66.88764953613281,69.76335144042969,0.3580246865749359,0.8629329204559326,81.45279693603516,0.40740740299224854,0.8541168570518494,66.88764953613281,0.32098764181137085,0.8992862701416016,69.76335144042969,95.66474151611328,36.9929313659668,31.976428985595703,26.32448959350586,0.0,0.8999970555305481,36.9929313659668,0.5,1.0324199199676514,31.976428985595703,0.0,0.8999689221382141,26.32448959350586,0.000100000005
6,240.83460998535156,84.18285369873047,83.2330322265625,73.0467529296875,0.2469135820865631,0.892934262752533,84.18285369873047,0.37037035822868347,0.9019981622695923,83.2330322265625,0.23456789553165436,0.9092035293579102,73.0467529296875,101.92826080322266,38.367244720458984,33.94601058959961,29.240917205810547,0.0,0.8999978303909302,38.367244720458984,0.5,1.0326366424560547,33.94601058959961,0.0,0.8999919891357422,29.240917205810547,0.000100000005
7,241.7554473876953,84.8122329711914,76.94185638427734,79.6271743774414,0.3827160596847534,0.8858342170715332,84.8122329711914,0.3086419701576233,0.9042485356330872,76.94185638427734,0.2716049253940582,0.920953094959259,79.6271743774414,102.54365539550781,38.47062683105469,34.15537643432617,29.543231964111328,0.0,0.8999978303909302,38.47062683105469,0.5,1.0326554775238037,34.15537643432617,0.0,0.8999929428100586,29.543231964111328,1.0000001e-05
8,249.734130859375,92.99039459228516,77.7122573852539,78.65697479248047,0.29629629850387573,0.9266331791877747,92.99039459228516,0.45679011940956116,0.8854635953903198,77.7122573852539,0.32098764181137085,0.8798048496246338,78.65697479248047,103.0298080444336,38.56344223022461,34.331539154052734,29.760101318359375,0.0,0.899997889995575,38.56344223022461,0.5,1.0326648950576782,34.331539154052734,0.0,0.8999935984611511,29.760101318359375,1.0000001e-05
9,265.2479248046875,85.46080017089844,88.3008804321289,91.1114273071289,0.32098764181137085,0.8917798399925232,85.46080017089844,0.3086419701576233,0.9557400941848755,88.3008804321289,0.3086419701576233,0.9412789940834045,91.1114273071289,103.44029235839844,38.60792922973633,34.47099685668945,29.9863338470459,0.0,0.899997889995575,38.60792922973633,0.5,1.0326673984527588,34.47099685668945,0.0,0.8999943733215332,29.9863338470459,1.0000001e-05
0,12.915766716003418,4.382185935974121,4.0691375732421875,4.139108180999756,4.382185935974121,0.3086419701576233,0.7747114896774292,4.0691375732421875,0.3086419701576233,0.7670609951019287,4.139108180999756,0.29629629850387573,0.7624460458755493,8.260538101196289,2.6053366661071777,2.552196502685547,2.7772586345672607,2.6053366661071777,0.20000000298023224,0.6492875814437866,2.552196502685547,0.0,0.6347482800483704,2.7772586345672607,0.5,0.6730442643165588,0.001
1,11.793784141540527,3.730604410171509,3.829432725906372,3.907835006713867,3.730604410171509,0.25925925374031067,0.7425457239151001,3.829432725906372,0.2716049253940582,0.7687268853187561,3.907835006713867,0.32098764181137085,0.7439137697219849,8.072016716003418,2.5594944953918457,2.677541494369507,2.5088112354278564,2.5594944953918457,0.20000000298023224,0.6398245692253113,2.677541494369507,0.0,0.6601155400276184,2.5088112354278564,0.5,0.6286835670471191,0.001
2,11.405980110168457,3.5010790824890137,3.693936586380005,3.8847482204437256,3.5010790824890137,0.3827160596847534,0.6969282031059265,3.693936586380005,0.3333333432674408,0.7497862577438354,3.8847482204437256,0.2716049253940582,0.7580346465110779,7.927643775939941,2.516735553741455,2.6211202144622803,2.4635653495788574,2.516735553741455,0.5,0.6269357800483704,2.6211202144622803,0.4000000059604645,0.6509413123130798,2.4635653495788574,0.5,0.6113767623901367,0.001
3,11.12706470489502,3.7871410846710205,3.4387331008911133,3.5750062465667725,3.7871410846710205,0.29629629850387573,0.7468339800834656,3.4387331008911133,0.37037035822868347,0.7098467946052551,3.5750062465667725,0.5679012537002563,0.7057644128799438,8.0068359375,2.5164332389831543,2.5270493030548096,2.637279510498047,2.5164332389831543,0.5,0.6272225975990295,2.5270493030548096,0.10000000149011612,0.6323004961013794,2.637279510498047,0.5,0.6499166488647461,0.001
4,11.473630905151367,3.6606192588806152,3.697204113006592,3.7898600101470947,3.6606192588806152,0.3827160596847534,0.7208932042121887,3.697204113006592,0.34567901492118835,0.7397942543029785,3.7898600101470947,0.395061731338501,0.7433333396911621,8.197602272033691,2.5275824069976807,2.6327316761016846,2.7116198539733887,2.5275824069976807,0.4000000059604645,0.6324461698532104,2.6327316761016846,0.0,0.6539886593818665,2.7116198539733887,0.0,0.6566838026046753,0.001
5,10.872979164123535,3.4729666709899902,3.480295181274414,3.5941896438598633,3.4729666709899902,0.2716049253940582,0.7262906432151794,3.480295181274414,0.3086419701576233,0.7187586426734924,3.5941896438598633,0.20987653732299805,0.7311186790466309,7.864626884460449,2.3796420097351074,2.594205141067505,2.5655338764190674,2.3796420097351074,0.699999988079071,0.5986433029174805,2.594205141067505,0.4000000059604645,0.6473308801651001,2.5655338764190674,0.0,0.6373980045318604,0.001
6,10.675398826599121,3.393937110900879,3.348121166229248,3.608247756958008,3.393937110900879,0.3580246865749359,0.7013825178146362,3.348121166229248,0.3580246865749359,0.7201517820358276,3.608247756958008,0.2716049253940582,0.7330952286720276,7.8288984298706055,2.4408841133117676,2.5432586669921875,2.5199854373931885,2.4408841133117676,0.4000000059604645,0.6133497357368469,2.5432586669921875,0.5,0.6364831924438477,2.5199854373931885,0.4000000059604645,0.627846896648407,0.001
7,10.638826370239258,3.532550096511841,3.3729746341705322,3.408695936203003,3.532550096511841,0.3086419701576233,0.7270625233650208,3.3729746341705322,0.3827160596847534,0.7093538641929626,3.408695936203003,0.40740740299224854,0.7015674710273743,7.77425479888916,2.421689987182617,2.5459935665130615,2.482257843017578,2.421689987182617,0.4000000059604645,0.6067370772361755,2.5459935665130615,0.6000000238418579,0.6370689868927002,2.482257843017578,0.6000000238418579,0.6215928792953491,0.001
