loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_crossentropy,Focus_Label_categorical_accuracy,Focus_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigY_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,StigY_Label_mean_squared_error,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_crossentropy,val_Focus_Label_categorical_accuracy,val_Focus_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,lr
12.098261833190918,3.9327900409698486,3.859196901321411,3.989612340927124,3.9327900409698486,0.45679011940956116,0.7491089701652527,3.859196901321411,0.37037035822868347,0.7505749464035034,3.989612340927124,0.45679011940956116,0.7679665088653564,8.0489501953125,2.588287115097046,2.54514479637146,2.6008358001708984,2.588287115097046,0.5,0.6414846181869507,2.54514479637146,0.4000000059604645,0.614159107208252,2.6008358001708984,0.10000000149011612,0.6336287260055542,0.001
11.224605560302734,3.6439929008483887,3.6766154766082764,3.5900261402130127,3.6439929008483887,0.4197530746459961,0.748615026473999,3.6766154766082764,0.43209877610206604,0.7476474642753601,3.5900261402130127,0.395061731338501,0.7229301333427429,7.792812347412109,2.487370014190674,2.535423517227173,2.4573333263397217,2.487370014190674,0.5,0.623174786567688,2.535423517227173,0.4000000059604645,0.6217433214187622,2.4573333263397217,0.5,0.6154568791389465,0.001
10.851253509521484,3.4912095069885254,3.4884071350097656,3.5595529079437256,3.4912095069885254,0.4197530746459961,0.7184780836105347,3.4884071350097656,0.37037035822868347,0.7145177721977234,3.5595529079437256,0.4197530746459961,0.7394096255302429,7.661428928375244,2.4703948497772217,2.491316318511963,2.388731002807617,2.4703948497772217,0.30000001192092896,0.6208192706108093,2.491316318511963,0.4000000059604645,0.62354975938797,2.388731002807617,0.20000000298023224,0.5998243093490601,0.001
10.371315956115723,3.308603286743164,3.374063014984131,3.378206491470337,3.308603286743164,0.37037035822868347,0.7049606442451477,3.374063014984131,0.48148149251937866,0.7195916771888733,3.378206491470337,0.395061731338501,0.7039843797683716,7.465461730957031,2.4151511192321777,2.3987889289855957,2.3420817852020264,2.4151511192321777,0.6000000238418579,0.6077358722686768,2.3987889289855957,0.4000000059604645,0.6024483442306519,2.3420817852020264,0.20000000298023224,0.5875614881515503,0.001
10.300539016723633,3.369961977005005,3.246288537979126,3.3753209114074707,3.369961977005005,0.40740740299224854,0.7207480669021606,3.246288537979126,0.32098764181137085,0.69278883934021,3.3753209114074707,0.25925925374031067,0.7100256085395813,7.340391635894775,2.3394463062286377,2.369616746902466,2.3232367038726807,2.3394463062286377,0.5,0.5884386301040649,2.369616746902466,0.10000000149011612,0.5947591662406921,2.3232367038726807,0.20000000298023224,0.5864520072937012,0.001
10.338591575622559,3.352773427963257,3.3031702041625977,3.3750174045562744,3.352773427963257,0.45679011940956116,0.7033670544624329,3.3031702041625977,0.40740740299224854,0.7054944634437561,3.3750174045562744,0.40740740299224854,0.7112066149711609,7.481339454650879,2.3933753967285156,2.392198324203491,2.389036178588867,2.3933753967285156,0.5,0.6017068028450012,2.392198324203491,0.4000000059604645,0.601948618888855,2.389036178588867,0.0,0.5995005965232849,0.001
10.422088623046875,3.393862009048462,3.3047831058502197,3.4171974658966064,3.393862009048462,0.3580246865749359,0.7132377028465271,3.3047831058502197,0.395061731338501,0.7082663774490356,3.4171974658966064,0.29629629850387573,0.7209389805793762,7.39996337890625,2.3755037784576416,2.3825771808624268,2.3365797996520996,2.3755037784576416,0.30000001192092896,0.5998144745826721,2.3825771808624268,0.4000000059604645,0.6003364324569702,2.3365797996520996,0.5,0.5865446925163269,0.001
10.050735473632812,3.2330479621887207,3.2744510173797607,3.2383968830108643,3.2330479621887207,0.3333333432674408,0.6999503970146179,3.2744510173797607,0.5061728358268738,0.7068491578102112,3.2383968830108643,0.4444444477558136,0.6891361474990845,7.430348873138428,2.396544933319092,2.3909573554992676,2.338884115219116,2.396544933319092,0.4000000059604645,0.6045528650283813,2.3909573554992676,0.6000000238418579,0.6036719679832458,2.338884115219116,0.5,0.5865321159362793,0.001
10.035226821899414,3.2844083309173584,3.2724368572235107,3.174464464187622,3.2844083309173584,0.4444444477558136,0.6993023157119751,3.2724368572235107,0.3827160596847534,0.7011224031448364,3.174464464187622,0.4197530746459961,0.690029501914978,7.432024955749512,2.3985581398010254,2.3931729793548584,2.336474895477295,2.3985581398010254,0.4000000059604645,0.6049739122390747,2.3931729793548584,0.6000000238418579,0.6041517853736877,2.336474895477295,0.5,0.5862038731575012,0.000100000005
9.958250045776367,3.25158429145813,3.1897523403167725,3.213146924972534,3.25158429145813,0.40740740299224854,0.7027766108512878,3.1897523403167725,0.3827160596847534,0.6951574087142944,3.213146924972534,0.5308641791343689,0.697643518447876,7.427127838134766,2.400303363800049,2.3915176391601562,2.331645965576172,2.400303363800049,0.30000001192092896,0.6054567098617554,2.3915176391601562,0.6000000238418579,0.6034768223762512,2.331645965576172,0.5,0.5853922367095947,0.000100000005
