loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_mean_squared_error,Focus_Label_categorical_crossentropy,Focus_Label_categorical_accuracy,StigX_Label_mean_squared_error,StigX_Label_categorical_crossentropy,StigX_Label_categorical_accuracy,StigY_Label_mean_squared_error,StigY_Label_categorical_crossentropy,StigY_Label_categorical_accuracy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_crossentropy,val_Focus_Label_categorical_accuracy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_crossentropy,val_StigX_Label_categorical_accuracy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_crossentropy,val_StigY_Label_categorical_accuracy,lr
9.393852233886719,3.1667118072509766,3.1087167263031006,3.1184239387512207,0.6935986876487732,3.1667118072509766,0.45679011940956116,0.6857109665870667,3.1087167263031006,0.4197530746459961,0.6863193511962891,3.1184239387512207,0.48148149251937866,7.590230464935303,2.530674457550049,2.5304152965545654,2.5291409492492676,0.6341832876205444,2.530674457550049,0.0,0.6341312527656555,2.5304152965545654,0.5,0.6338475346565247,2.5291409492492676,0.0,0.001
9.39155101776123,3.1374361515045166,3.1291275024414062,3.1249866485595703,0.7087451815605164,3.1374361515045166,0.395061731338501,0.7078656554222107,3.1291275024414062,0.43209877610206604,0.7066552042961121,3.1249866485595703,0.20987653732299805,7.58040714263916,2.528630495071411,2.528134822845459,2.523641586303711,0.6337345242500305,2.528630495071411,0.0,0.63362717628479,2.528134822845459,0.5,0.6326267123222351,2.523641586303711,0.5,0.001
9.302291870117188,3.1050469875335693,3.107518434524536,3.0897257328033447,0.7011138796806335,3.1050469875335693,0.48148149251937866,0.7031394243240356,3.107518434524536,0.45679011940956116,0.698416531085968,3.0897257328033447,0.5061728358268738,7.574862480163574,2.525489091873169,2.525815010070801,2.5235583782196045,0.633039116859436,2.525489091873169,0.0,0.6331113576889038,2.525815010070801,0.5,0.6326073408126831,2.5235583782196045,0.0,0.001
9.254676818847656,3.110335111618042,3.065990447998047,3.078350782394409,0.6981754302978516,3.110335111618042,0.6419752836227417,0.6892849206924438,3.065990447998047,0.6790123581886292,0.691682755947113,3.078350782394409,0.5308641791343689,7.57269811630249,2.5231711864471436,2.5251641273498535,2.5243630409240723,0.6325213313102722,2.5231711864471436,0.5,0.6329654455184937,2.5251641273498535,0.5,0.6327875852584839,2.5243630409240723,0.0,0.001
9.227189064025879,3.0649001598358154,3.0893683433532715,3.072920322418213,0.6852672696113586,3.0649001598358154,0.6172839403152466,0.6941109895706177,3.0893683433532715,0.6172839403152466,0.6844998598098755,3.072920322418213,0.6172839403152466,7.575891971588135,2.523364543914795,2.5241546630859375,2.5283727645874023,0.6325646042823792,2.523364543914795,0.5,0.6327412724494934,2.5241546630859375,0.5,0.6336722373962402,2.5283727645874023,0.0,0.001
9.182616233825684,3.0669288635253906,3.0631680488586426,3.0525193214416504,0.6908843517303467,3.0669288635253906,0.6172839403152466,0.689659833908081,3.0631680488586426,0.654321014881134,0.6877368092536926,3.0525193214416504,0.654321014881134,7.579154968261719,2.524221897125244,2.5247204303741455,2.530212640762329,0.6327552795410156,2.524221897125244,0.0,0.6328679919242859,2.5247204303741455,0.0,0.6340720057487488,2.530212640762329,0.0,0.001
9.116449356079102,3.0192227363586426,3.0362658500671387,3.0609607696533203,0.6728748083114624,3.0192227363586426,0.654321014881134,0.6776662468910217,3.0362658500671387,0.7160493731498718,0.6849192380905151,3.0609607696533203,0.5802469253540039,7.577712059020996,2.5243566036224365,2.525167226791382,2.528188467025757,0.6327805519104004,2.5243566036224365,0.0,0.6329668164253235,2.525167226791382,0.0,0.6336225271224976,2.528188467025757,0.0,0.001
9.166173934936523,3.059216260910034,3.0466482639312744,3.060309410095215,0.6806003451347351,3.059216260910034,0.654321014881134,0.6825709939002991,3.0466482639312744,0.6666666865348816,0.6858068108558655,3.060309410095215,0.6666666865348816,7.577506065368652,2.524184465408325,2.525273323059082,2.5280489921569824,0.6327421069145203,2.524184465408325,0.0,0.6329903602600098,2.525273323059082,0.0,0.6335926651954651,2.5280489921569824,0.0,0.000100000005
9.152623176574707,3.0526132583618164,3.063955783843994,3.036054849624634,0.68213951587677,3.0526132583618164,0.6913580298423767,0.6866750121116638,3.063955783843994,0.7037037014961243,0.6789449453353882,3.036054849624634,0.8024691343307495,7.577124118804932,2.5238072872161865,2.52541446685791,2.5279014110565186,0.6326586604118347,2.5238072872161865,0.0,0.6330217123031616,2.52541446685791,0.0,0.6335605978965759,2.5279014110565186,0.0,0.000100000005
9.171395301818848,3.0471527576446533,3.0611870288848877,3.0630552768707275,0.6822908520698547,3.0471527576446533,0.6913580298423767,0.6880366206169128,3.0611870288848877,0.7037037014961243,0.6878572702407837,3.0630552768707275,0.6790123581886292,7.576488494873047,2.5234367847442627,2.525390386581421,2.5276615619659424,0.6325763463973999,2.5234367847442627,0.0,0.6330166459083557,2.525390386581421,0.0,0.6335077285766602,2.5276615619659424,0.0,0.000100000005
