,loss,Focus_Label_loss,StigX_Label_loss,StigY_Label_loss,Focus_Label_categorical_crossentropy,Focus_Label_mean_squared_error,Focus_Label_categorical_accuracy,StigX_Label_categorical_crossentropy,StigX_Label_mean_squared_error,StigX_Label_categorical_accuracy,StigY_Label_categorical_crossentropy,StigY_Label_mean_squared_error,StigY_Label_categorical_accuracy,val_loss,val_Focus_Label_loss,val_StigX_Label_loss,val_StigY_Label_loss,val_Focus_Label_categorical_crossentropy,val_Focus_Label_mean_squared_error,val_Focus_Label_categorical_accuracy,val_StigX_Label_categorical_crossentropy,val_StigX_Label_mean_squared_error,val_StigX_Label_categorical_accuracy,val_StigY_Label_categorical_crossentropy,val_StigY_Label_mean_squared_error,val_StigY_Label_categorical_accuracy,lr
0,9.253446578979492,2.9954559803009033,2.9907751083374023,3.000237464904785,2.9954559803009033,0.614945113658905,0.5419931411743164,2.9907751083374023,0.6135505437850952,0.5516650080680847,3.000237464904785,0.6153706312179565,0.5394221544265747,8.949127197265625,2.90958571434021,2.9038541316986084,2.906667947769165,2.90958571434021,0.6379445195198059,0.8442703485488892,2.9038541316986084,0.6363372802734375,0.806072473526001,2.906667947769165,0.6368738412857056,0.8462291955947876,0.001
1,8.926451683044434,2.90400767326355,2.9127352237701416,2.90522837638855,2.90400767326355,0.6028319597244263,0.7026199698448181,2.9127352237701416,0.6041051745414734,0.694294810295105,2.90522837638855,0.6032006740570068,0.7044563889503479,8.872014999389648,2.8984668254852295,2.8960485458374023,2.8939318656921387,2.8984668254852295,0.6340770125389099,0.8511263728141785,2.8960485458374023,0.6328759789466858,0.8540646433830261,2.8939318656921387,0.6328931450843811,0.8001958727836609,0.001
2,8.84592342376709,2.8916192054748535,2.893723964691162,2.893933057785034,2.8916192054748535,0.6017984747886658,0.7765671014785767,2.893723964691162,0.6026416420936584,0.7727717757225037,2.893933057785034,0.6026217937469482,0.7744858264923096,8.851346969604492,2.898987293243408,2.899662971496582,2.9020745754241943,2.898987293243408,0.6341326832771301,0.8197845220565796,2.899662971496582,0.6342846155166626,0.8080313205718994,2.9020745754241943,0.6350789070129395,0.7649363279342651,0.001
3,8.79537296295166,2.886255979537964,2.883164644241333,2.8863489627838135,2.886255979537964,0.6009936928749084,0.7912585735321045,2.883164644241333,0.6005385518074036,0.7891772985458374,2.8863489627838135,0.600745439529419,0.7905240058898926,8.878782272338867,2.9211394786834717,2.9189963340759277,2.90995192527771,2.9211394786834717,0.6328611969947815,0.7649363279342651,2.9189963340759277,0.6333363056182861,0.759059727191925,2.90995192527771,0.6324969530105591,0.8393731713294983,0.001
4,8.76627254486084,2.8825576305389404,2.881223201751709,2.8821053504943848,2.8825576305389404,0.6006203293800354,0.8087658882141113,2.881223201751709,0.600460410118103,0.8107247948646545,2.8821053504943848,0.600800633430481,0.8075416088104248,8.809663772583008,2.8947789669036865,2.902496814727783,2.898953676223755,2.8947789669036865,0.6327711343765259,0.868756115436554,2.902496814727783,0.6328379511833191,0.7815867066383362,2.898953676223755,0.6332070231437683,0.8648384213447571,0.001
5,8.738252639770508,2.8785641193389893,2.877910852432251,2.8763790130615234,2.8785641193389893,0.5999854207038879,0.8061949014663696,2.877910852432251,0.5994398593902588,0.8082761764526367,2.8763790130615234,0.5995251536369324,0.8010528683662415,8.765064239501953,2.887195110321045,2.8891549110412598,2.889519214630127,2.887195110321045,0.6325296759605408,0.7825661301612854,2.8891549110412598,0.6330743432044983,0.8501468896865845,2.889519214630127,0.6333083510398865,0.8530852198600769,0.001
6,8.751320838928223,2.885498285293579,2.883997678756714,2.883841037750244,2.885498285293579,0.6007673740386963,0.8072967529296875,2.883997678756714,0.6007187962532043,0.8147649168968201,2.883841037750244,0.6006583571434021,0.8114593625068665,8.793744087219238,2.899019956588745,2.9010980129241943,2.8983516693115234,2.899019956588745,0.6310191750526428,0.821743369102478,2.9010980129241943,0.631066620349884,0.8139079213142395,2.8983516693115234,0.6321632266044617,0.7992164492607117,0.001
7,8.738274574279785,2.8837313652038574,2.8807928562164307,2.8826847076416016,2.8837313652038574,0.6006761789321899,0.812316358089447,2.8807928562164307,0.6001675724983215,0.8148873448371887,2.8826847076416016,0.6005125641822815,0.8080313205718994,8.741905212402344,2.8839571475982666,2.8859150409698486,2.88567852973938,2.8839571475982666,0.6317796111106873,0.8413320183753967,2.8859150409698486,0.6317277550697327,0.8658178448677063,2.88567852973938,0.6319277286529541,0.8570029139518738,0.001
8,8.732012748718262,2.8831772804260254,2.8821933269500732,2.881951332092285,2.8831772804260254,0.6006866693496704,0.8186826705932617,2.8821933269500732,0.600262463092804,0.8284769654273987,2.881951332092285,0.6000364422798157,0.8240695595741272,8.734176635742188,2.8825576305389404,2.881395101547241,2.888655185699463,2.8825576305389404,0.6312423348426819,0.7952987551689148,2.881395101547241,0.6305443644523621,0.8001958727836609,2.888655185699463,0.6330090761184692,0.7678746581077576,0.001
9,8.698807716369629,2.872009038925171,2.8731110095977783,2.8739993572235107,2.872009038925171,0.5983450412750244,0.8343535661697388,2.8731110095977783,0.5982959270477295,0.835332989692688,2.8739993572235107,0.5988703370094299,0.8336189985275269,8.698942184448242,2.872650623321533,2.8727402687072754,2.8756296634674072,2.872650623321533,0.6271917819976807,0.8266405463218689,2.8727402687072754,0.6277555823326111,0.8168462514877319,2.8756296634674072,0.6293560266494751,0.8139079213142395,0.001
